ID,Property Name,City,Region,Type,Email,Email2,Website
IT017993,"AMICO HOTEL ROMA",Roma,Lazio,Hotel,amicohotelroma@gmail.com,,www.hotelfriend.it
IT017995,"DOMUS JULIA",Roma,Lazio,Altro,info@domusjulia.it,,www.domusjulia.it
IT017996,"QUADRIFOGLIO IV",Roma,Lazio,Hotel,info@hotelilquadrifoglio.net,,www.quadrifogliohotelroma.it
IT017998,"ALBERGO KING",Roma,Lazio,Hotel,info@hotelking.net,,http://www.hotelkingroma.com
IT017999,"HOTEL LABELLE",Roma,Lazio,Hotel,info@hotellabelle.it,,www.hotellabelle.it
IT018004,"Hotel San Pietro",Roma,Lazio,Hotel,info@hotelsanpietro.com,,www.hotelsanpietro.com
IT018007,"HOTEL VALLE",Roma,Lazio,Hotel,info@hotelvalle.it,,www.hotelvalle.it
IT018008,"HOTEL VESPASIANO",Roma,Lazio,Hotel,info@hotelvespasiano.it,,www.hotelvespasiano.it
IT018010,"PHILIA",Roma,Lazio,Hotel,info@hotelphilia.it,,www.hotelphilia.it
IT018013,"MANFREDI",Roma,Lazio,Hotel,info@hotelmanfredi.it,,www.hotelmanfredi.com
IT018014,"MARECHIARO",Roma,Lazio,Hotel,info@hotelmarechiaro.com,,www.hotelmarechiaro.com
IT018015,"HOTEL MARISA",Roma,Lazio,Hotel,info@hotelmarisa.net,,www.hotelmarisa.net
IT018025,"AL MANTHIA HOTEL",Roma,Lazio,Hotel,amministrazione@gruppotrevi.com,,www.almanthiahotel.com
IT018026,"hostel o ostello H - Eitch Borromini",Roma,Lazio,Altro,borromini@eitch.com,,www.eitchborromini.com
IT018027,"MERCURE ROMA CORSO TRIESTE",Roma,Lazio,Hotel,h3320@accor.com,,https://all.accor.com/hotel/3320/index.it.shtml
IT018028,"HOTEL IBIS STYLES ROMA AURELIA",Roma,Lazio,Hotel,hb5e1@all.accor.com,,https://all.accor.com/hotel/b5e1/index.en.shtml
IT018029,"LA GRANDE BELLEZZA GUEST HOUSE",Roma,Lazio,Altro,holidaysplay@gmail.com,,https://www.holidaysplay.com/
IT018030,"J.K. PLACE ROMA",Roma,Lazio,Hotel,booking@jkroma.com,,www.jkroma.com
IT018032,"HOTEL ALBA",Roma,Lazio,Hotel,booking@hotelalbaroma.com,,http://hotelalbaroma.com
IT018033,"HOTEL HILTON GARDEN INN ROME CLARIDGE",Roma,Lazio,Hotel,claridge@rhr.it,,www.romeclaridge.hgi.com
IT018037,"HOTEL 87 EIGHTY SEVEN",Roma,Lazio,Hotel,info@87hotel.com,,https://www.87hotel.com/
IT018038,"9 HOTEL CESARI",Roma,Lazio,Hotel,info@9hotelcesari.com,,https://www.9-hotel-cesari-rome.it/
IT018039,"HOTEL VILLA GRAZIOLI",Roma,Lazio,Hotel,amministrazione@villagrazioli.it,,www.villagrazioli.it
IT018040,"HOTEL VILLAROSA",Roma,Lazio,Hotel,amministrazione@hotelvillarosaroma.eu,,www.hotelvillarosaroma.eu
IT018041,"HOTEL TREVI COLLECTION",Roma,Lazio,Hotel,amministrazione@gruppotrevi.com,,www.trevicollectionhotel.com
IT018042,"HOTEL ST. MARTIN",Roma,Lazio,Hotel,info.hsm@omniahotels.com,,www.omniahotels.com
IT018043,"BLOOM HOTEL ROMA",Roma,Lazio,Hotel,booking@bloomhotelroma.com,,www.bloomhotelroma.com
IT018044,"HOTEL the talent",Roma,Lazio,Hotel,hotelthetalent@gmail.com,,https://www.thetalenthotelrome.com
IT018047,"A.ROMA LIFESTYLE HOTEL ROME",Roma,Lazio,Hotel,info.aroma@ldchotels.com,,http://hotel-aroma.com
IT018048,"EXCEL ROMA MONTEMARIO",Roma,Lazio,Hotel,info.excelmontemario@laminhotels.com,,www.laminhotels.com
IT018049,"HOTEL AREA ROMA",Roma,Lazio,Hotel,info.gardenarea@italicahotels.com,,https://www.hotelarearoma.it
IT018050,"HOTEL SHANGRI LA ROMA",Roma,Lazio,Hotel,info.hsl@omniahotels.com,,
IT018055,"Hotel Locanda Cairoli",Roma,Lazio,Hotel,info@locandacairoli.com,,www.locandacairoli.com
IT018057,"VILLA DELLA FONTE",Roma,Lazio,Altro,info@villafonte.com,,www.villafonte.com
IT018059,"GUEST HOUSE O AFFITTACAMERE THE POPE'S WINDOW",Roma,Lazio,Altro,info@thepopewindow.it,,www.thepopewindow.it
IT018066,"OSTIA ANTICA PARK HOTEL",Roma,Lazio,Hotel,info@ostiaanticaparkhotel.it,,www.ostiaanticaparkhotel.it
IT018068,"HOTEL THE H'ALL TAILOR SUITE",Roma,Lazio,Hotel,info@thehallroma.com,,www.thehallroma.com
IT018071,"THE CODE HOTEL",Roma,Lazio,Hotel,info@thecodehotelrome.com,,www.thecodehotelrome.com
IT018072,"The Boutique Hotel",Roma,Lazio,Hotel,info@theboutiquehotel.it,,www.theboutiquehotel.it
IT018075,"HOTEL SHASA",Roma,Lazio,Hotel,info@shasahotel.com,,http://www.shasahotel.com/prenotazioni.html
IT018076,"Napoleon",Roma,Lazio,Hotel,infobook@napoleon.it,,https://www.napoleon.it/
IT018079,"hotel hermitage",Roma,Lazio,Hotel,info@lh-grandhotrlhermitage.com,,www.laminhotels.it
IT018081,"HOTEL LA RESIDENZA",Roma,Lazio,Hotel,info@laresidenzaroma.com,,www.laresidenzaroma.com
IT018084,"NAVONA ESSENCE HOTEL",Roma,Lazio,Hotel,booking@navonaessencehotel.it,,www.navonaessencehotel.it
IT018085,"HOTEL CATONE DISTRICT",Roma,Lazio,Hotel,booking@catonedistricthotel.itbooking,,www.catonedistricthotel.it
IT018086,"CASA DI ACCOGLIENZA DELL ORDINE TEUTONICO",Roma,Lazio,Altro,booking@deutscher-orden.it,,www.gaesthaus-rom.it
IT018089,"CASA LA SALLE",Roma,Lazio,Altro,booking@casalasalle.it,,www.casalasalle.it
IT018093,"HOTEL SAN REMO",Roma,Lazio,Hotel,booking@sanremoroma.com,,
IT018100,"HOTEL MADISON ROMA",Roma,Lazio,Hotel,booking@hotelmadisonroma.com,,www.hotelmadisonroma.com
IT018103,"FRAGRANCE HOTEL ST. PETER",Roma,Lazio,Hotel,booking@fragrancestpeter.it,,www.fragrancestpeter.it
IT018117,"OCCIDENTAL AURELIA HOTEL",Roma,Lazio,Hotel,aurelia@occidentalhotels.com,,www.barcelo.com
IT018139,"COLONNA PALACE HOTEL",Roma,Lazio,Hotel,colonnapalace@itihotels.it,,
IT018148,"CRISTOFORO COLOMBO",Roma,Lazio,Hotel,cris2015@legalmail.it,,
IT018152,"UNIQUE VIA VENETO SUITES GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,concierge@viavenetosuites.it,,www.viavenetosuites.it
IT018163,"HOTEL D' INGHILTERRA",Roma,Lazio,Hotel,direzionegenerale@starhotels.it,,
IT018164,"IL FARRO GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,direzione@relaissantamariamaggiore.com,,http://www.relaissantamariamaggiore.com
IT018176,"HOTEL COPPEDE'",Roma,Lazio,Hotel,boutiquehotelcoppede@gmail.com,,
IT018183,"HOTEL CONCILIAZIONE",Roma,Lazio,Hotel,borgo2014@legalmail.it,,
IT018185,"HOTEL CASA MIA IN TRASTEVERE",Roma,Lazio,Hotel,casamiaintrastevere@gmail.com,,
IT018186,"CHIC & TOWN HOTEL",Roma,Lazio,Hotel,chicandtown@gmail.com,,www.chictown.it
IT018187,"NOVA DOMUS HOTEL",Roma,Lazio,Hotel,claudio@novadomushotel.it,,
IT018225,"HOTEL COSMOPOLITA",Roma,Lazio,Hotel,account@gwhotels.com,,
IT018227,"HOTEL 55 FIFTYFIVE",Roma,Lazio,Hotel,55hotelrome@gmail.com,,https://www.hotelfiftyfive.com/
IT018233,"PALM GALLERY HOTEL",Roma,Lazio,Hotel,info@palmgalleryhotel.com,,www.palmgalleryhotel.com
IT018235,"St. Peter Forty Two - Guest House o Affittacamere",Roma,Lazio,Altro,info@stpeterfortytwo.it,,www.stpeterfortytwo.it
IT018236,"GOOD LIFE LUXURY SUITES VIA VENETO",Roma,Lazio,Altro,goodlifeluxurysuites@gmail.com,,www.goodlifeviaveneto.com
IT018279,"HOTEL TEMPIO DI PALLADE",Roma,Lazio,Hotel,amministrazione@hoteltempiodipallade.it,,
IT018280,"KATTY",Roma,Lazio,Hotel,amministrazione@hotelkatty.it,,
IT018281,"HOTEL BOOMERANG",Roma,Lazio,Hotel,amministrazione@hotelboomerangroma.com,,www.hotelboomerangroma.com
IT018282,"ALBERGO ALESSANDRINO",Roma,Lazio,Hotel,amministrazione@hotelalessandrino.com,,
IT018286,"LOCANDA LAVATORE GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,amministrazione@gruppotrevi.com,,
IT018288,"ZONE HOTEL",Roma,Lazio,Hotel,amministrazione@groupevaladier.com,,
IT018296,"HOTEL VIA VENETO L'ESSENZA DI ROMA",Roma,Lazio,Hotel,amministrazione@hotelviaveneto.it,,https://www.hotelviaveneto.it/
IT018306,"ALBERGO SCOTT HOUSE",Roma,Lazio,Hotel,amministrazionesharkei@gmail.com,,
IT018314,"RADISSON BLU GHR HOTEL, ROME",Roma,Lazio,Hotel,amministrazione@citasrl.com,,
IT018330,"HOTEL ORBIS",Roma,Lazio,Hotel,ad.roma2021@gmail.com,,
IT018332,"FERRARESE",Roma,Lazio,Hotel,ad.roma2021@gmail.com,,
IT018333,"MONTI PALACE HOTEL",Roma,Lazio,Hotel,account@montipalacehotel.com,,
IT018336,"HOTEL RELAIS VILLA COPPEDE'.",Roma,Lazio,Hotel,amministrazione@artcityhotel.it,,
IT018342,"HOTEL WELCOME PIRAM",Roma,Lazio,Hotel,alessio.piram@gmail.com,,
IT018344,"Pinewood hotel rome",Roma,Lazio,Hotel,aiga@legalmail.it,,
IT018563,"Affittacamere THEWESLEY ROME SRL",Roma,Lazio,Altro,info@thewesleyrome.com,,
IT018607,"Hotel Giotto",Roma,Lazio,Hotel,info@hotelgiotto.eu,,
IT018962,"PALAZZO NAINER BOUTIQUE HOTEL",Roma,Lazio,Hotel,info@palazzonainer.com,,www.palazzonainer.com
IT018963,"ORANGE HOTEL",Roma,Lazio,Hotel,info@orangehotelrome.com,,www.orangehotelrome.com
IT018967,"HOTEL MODERNO BY BZAR hotel&co",Roma,Lazio,Hotel,info@modernohotelroma.com,,www.modernohotelroma.com
IT018968,"MECENATE ROOMS",Roma,Lazio,Altro,info@mecenaterooms.com,,http://info@mecenaterooms.com
IT018970,"GUEST HOUSE O AFFITTACAMERE MAISON GIULIA",Roma,Lazio,Altro,info@maisongiulia.it,,http://maisongiulia.it
IT018971,"HOTEL 87 DEPENDANCE",Roma,Lazio,Altro,info@maisondart.com,,https://www.maisondartcollection.com/
IT018972,"LUDOVISI PALACE",Roma,Lazio,Hotel,info@ludovisipalacehotel.com,,
IT018973,"Palazzo Lupardi Relais - Guest House o Affittacamere",Roma,Lazio,Altro,info@palazzolupardi.com,,www.palazzolupardi.com - info@palazzolupardi.com
IT018974,"HOTEL PALAZZO TALIA",Roma,Lazio,Hotel,info@palazzotalia.com,,www.palazzotalia.com
IT018975,"CASA PER FERIE CABURLOTTO ROMA",Roma,Lazio,Altro,info@romacasacaburlotto.it,,
IT018976,"PALAZZO VENERE HOTEL",Roma,Lazio,Hotel,info@palazzovenere.com,,www.palazzovenere.com
IT018978,"RESIDENZA SPIRITO SANTO",Roma,Lazio,Altro,info@residenzaspiritosanto.it,,www.residenzaspiritosanto.it
IT018982,"Hotel Relais Manzoni",Roma,Lazio,Hotel,info@relaismanzoni.it,,http://relaismanzoni.it/
IT018983,"CASA PER FERIE REGINA PACIS",Roma,Lazio,Altro,info@reginapacisroma.it,,www.suorereginapacisroma.it
IT018984,"HOTEL REGIO",Roma,Lazio,Hotel,info@raelihotels.it,,www.raelihotels.it
IT018985,"HOTEL ARCHIMEDE",Roma,Lazio,Hotel,info@raelihotels.it,,www.raelihotels.it
IT018987,"PREMIER CAVOUR",Roma,Lazio,Altro,info@premiercavour.com,,http://premier cavour
IT018988,"DIMORA DEGLI DEI",Roma,Lazio,Altro,info@pantheondimoradeglidei.com,,www.pantheondimoradeglidei.com
IT018989,"HOTEL 53",Roma,Lazio,Hotel,info@lhotel53.com,,www.lhotel53.com
IT018991,"Albergo ANDREOTTI",Roma,Lazio,Hotel,info@laminhotels.com,,www.laminhotels.com
IT018992,"HOTEL PULITZER",Roma,Lazio,Hotel,info@hotelpulitzer.it,,www.hotelpulitzer.it
IT018993,"HOTEL PRINCIPE TORLONIA",Roma,Lazio,Hotel,info@hotelprincipetorlonia.com,,
IT018994,"HOTEL PONTE MILVIO",Roma,Lazio,Hotel,info@hotelpontemilvio.com,,https://www.hotelpontemilvio.com/
IT018995,"HOTEL PING PONG",Roma,Lazio,Hotel,info@hotelpingpongostia.com,,www.hotelpingpongostia.com
IT018996,"HOTEL PICCADILLY",Roma,Lazio,Hotel,info@hotelpiccadillyroma.it,,www.hotelpiccadillyroma.it
IT018997,"VENTURA",Roma,Lazio,Hotel,info@hotelphilia.it,,www.hotelphilia.it
IT018998,"HOTEL PATRIA",Roma,Lazio,Hotel,info@hotelpatria.it,,
IT018999,"HOTEL PANTHEON",Roma,Lazio,Hotel,info@hotelpantheon.it,,
IT019000,"PACIFIC",Roma,Lazio,Hotel,info@hotelpacificroma.com,,https://www.hotelpacificroma.com/
IT019001,"HOTEL ORIENTE",Roma,Lazio,Hotel,info@hoteloriente.net,,
IT019002,"HOTEL NORD NUOVA ROMA",Roma,Lazio,Hotel,info@hotelnordnuovaroma.it.,,
IT019003,"ALBERGO NAZIONALE",Roma,Lazio,Hotel,info@hotelnazionale.it,,
IT019004,"NAUTILUS",Roma,Lazio,Hotel,info@hotelnautilusroma.com,,www.hotelnautilusroma.com
IT019005,"HOTEL MUSEUM",Roma,Lazio,Hotel,info@hotelmuseum.it,,
IT019006,"HOTEL MIMOSA",Roma,Lazio,Hotel,info@hotelmimosa.net,,
IT019007,"Hotel Quirinale",Roma,Lazio,Hotel,info@hotelquirinale.it,,
IT019008,"HOTEL RINASCIMENTO",Roma,Lazio,Hotel,info@hotelrinascimento.com,,https://www.hotelrinascimento.com/
IT019009,"HOTEL ROMANICO PALACE",Roma,Lazio,Hotel,info@hotelromanicopalace.com,,www.hotelromanico.com
IT019010,"HOTEL VILON",Roma,Lazio,Hotel,info@hotelvilon.com,,https://www.hotelvilon.com/
IT019012,"HOTEL VIENNA",Roma,Lazio,Hotel,info@hv2017srl.it,,
IT019013,"WASHINGTON",Roma,Lazio,Hotel,info@hotelwashington.it,,
IT019014,"HOTEL VIRGILIO",Roma,Lazio,Hotel,info@hotelvirgilio.it,,www.hotelvirgilio.it
IT019015,"HOTEL VENETO PALACE",Roma,Lazio,Hotel,info@hotelveneto.com,,https://www.hotelveneto.com/
IT019016,"LUXURY H SCALINATA DI SPAGNA",Roma,Lazio,Altro,info@hotelscalinata.com,,www.hotelscalinata.com
IT019017,"HOTEL SWEET HOME",Roma,Lazio,Hotel,info@hotelsweethome.it,,www.hotelsweethome.it
IT019018,"STROMBOLI DIPENDENZA",Roma,Lazio,Altro,info@hotelstromboli.com,,http://www.hotelstrombolirome.com
IT019020,"hotel spring house",Roma,Lazio,Hotel,info@hotelspringhouse.com,,www.hotelspringhouse.it
IT019021,"HOTEL SOLE AL PANTHEON",Roma,Lazio,Hotel,info@hotelsolepantheon.com,,www.hotelsolealpantheon.com
IT019022,"HOTEL SIRENETTA",Roma,Lazio,Hotel,info@hotelsirenettaostia.com,,
IT019023,"GUEST HOUSE O AFFITTACAMERE RIPETTA CENTRAL SUITES",Roma,Lazio,Altro,info@ripettacentralsuites.it,,www.ripettacentralsiutes.it
IT019024,"GUEST HOUSE O AFFITTACAMERE ROMAVENETORELAIS 2",Roma,Lazio,Altro,info@romavenetorelais.com,,wwwromavenetorelais.com
IT019025,"Casale della Falcognana",Roma,Lazio,Agriturismo,livia.lanza@tin.it,,www.falcognana.com
IT019026,"900 Liberty Guest House",Roma,Lazio,Altro,letto.rome@gmail.com,,
IT019027,"HOTEL VILLA MARIA REGINA",Roma,Lazio,Hotel,leonetta.rossi@villamariaregina.com,,www.villamariaregina.com
IT019030,"LA PALMA 'Guest House o Affittacamere'",Roma,Lazio,Altro,lapalmaroma@gmail.com,,http://www.lapalmaroma.it
IT019031,"LORY HOUSE",Roma,Lazio,Altro,loryhouse@libero.it,,www.loryhousesanpietro.it
IT019033,"YES HOTEL.",Roma,Lazio,Hotel,luccisalvina@gmail.com,,
IT019034,"HOTEL DES ARTISTES",Roma,Lazio,Hotel,luccisalvina@gmail.com,,
IT019036,"U VISIONARY ROME HOTEL",Roma,Lazio,Hotel,info@uvisionary.com,,www.uvisionary.com
IT019037,"HOTEL TRILUSSA PALACE CONGRESS & SPA",Roma,Lazio,Hotel,info@trilussapalacehotel.it,,
IT019039,"THE SPANISH SUITE VIA DI RIPETTA GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,info@thespanishsuite.com,,https://it.thespanishsuite.com/
IT019040,"THE PANTHEON ICONIC ROME HOTEL",Roma,Lazio,Hotel,info@thepantheonhotel.com,,www.thepantheonhotel.com
IT019041,"HOTEL THE BUILDING",Roma,Lazio,Hotel,info@thebuildinghotelrome.com,,
IT019042,"SUITE PLATINUM GUEST HOUSE O AFFITTACAMERE",Roma,Lazio,Altro,info@suiteplatinum.it,,
IT019043,"ROME GARDEN HOTEL",Roma,Lazio,Hotel,info@romegarden.com,,
IT019049,"HOTEL VILLA MORGAGNI",Roma,Lazio,Hotel,info@villamorgagni.it,,www.villamorgagni.it
IT019050,"DIVO APARTMENTS guest house o affittacamere",Roma,Lazio,Altro,info@villaggioturchese.it,,www.divoapartments.com
IT019051,"HOTEL VILLA EUR PARCO DEI PINI",Roma,Lazio,Hotel,info@villaeur.it,,www.villaeur.com
